0.000000000000000000e+00,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.399999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.000036205433498304e-01,-2.439454888092385037e-20,6.637280152451562544e-19,-1.031313589791058288e-03,-3.641635903738089247e-05,-1.399169892964509998e+00,-1.182712064044648641e-18,7.622196525935500419e-05,7.622196525935362183e-05,7.622196525935470604e-05,7.622196525935408262e-05,0.000000000000000000e+00
0.000000000000000000e+00,1.525036205433498160e-01,8.857389648120329275e-18,1.509180968785654384e-13,-8.424115940475734865e-01,-1.000036416359037394e+00,-3.991698929645099980e-01,9.789094336026191569e-16,-9.999237780347406401e-01,-9.999237780347406401e-01,-9.999237780347406401e-01,-9.999237780347406401e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.510392739151579788e-01,-8.037678595612661910e-17,1.509415202867690286e-13,-7.401276688309443852e-01,-1.118543743542561808e+00,-3.707201607888878092e-01,1.001429294522055913e-15,-1.030752128101934950e+00,-1.030752128101939613e+00,-1.030752128101935838e+00,-1.030752128101938725e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.499283678248550244e-01,-1.699579062555689508e-16,1.509927926095658451e-13,-6.472060659779471647e-01,-1.217656817749536824e+00,-3.530219260022810501e-01,1.017823283078942298e-15,-1.054139624739889536e+00,-1.054139624739898862e+00,-1.054139624739891312e+00,-1.054139624739897085e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.490508817269644848e-01,-2.489919078210722859e-16,1.510593944312406816e-13,-5.620090775465087507e-01,-1.301448081039663807e+00,-3.436253832971344346e-01,9.988045244735402178e-16,-1.072613016274425179e+00,-1.072613016274438724e+00,-1.072613016274428066e+00,-1.072613016274436060e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.483379403609921821e-01,-3.318423010337245770e-16,1.511176883760097841e-13,-4.834967364109881705e-01,-1.372751082704176895e+00,-3.407219864976107071e-01,9.791588253789696998e-16,-1.087622308189629239e+00,-1.087622308189647446e+00,-1.087622308189633236e+00,-1.087622308189643450e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.477464414912220414e-01,-4.107722191906692998e-16,1.511685862989977365e-13,-4.109872531433129694e-01,-1.433653466515104835e+00,-3.428910222855988676e-01,9.887621050873329501e-16,-1.100074915974261769e+00,-1.100074915974284417e+00,-1.100074915974266876e+00,-1.100074915974279310e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.472476731841319275e-01,-4.880368028106763233e-16,1.512724676194058956e-13,-3.440189028661813642e-01,-1.485771725887778505e+00,-3.489629660842825110e-01,9.550611319163142979e-16,-1.110575301386683256e+00,-1.110575301386710345e+00,-1.110575301386689473e+00,-1.110575301386704128e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.468216401501194202e-01,-5.659952758210740301e-16,1.513533476733324814e-13,-2.822669013861804355e-01,-1.530408704322666846e+00,-3.579451034244781060e-01,9.442674248004189094e-16,-1.119544417892207155e+00,-1.119544417892238686e+00,-1.119544417892214705e+00,-1.119544417892231358e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.464539829932560433e-01,-6.424965811116512624e-16,1.514124385967456441e-13,-2.254913289405257593e-01,-1.568646661045758117e+00,-3.689805385399813620e-01,9.547479469064880319e-16,-1.127284568563012845e+00,-1.127284568563048817e+00,-1.127284568563021727e+00,-1.127284568563040379e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.461341781931701500e-01,-7.177835799690446509e-16,1.514641371344401735e-13,-1.735037755320751884e-01,-1.601403594578587386e+00,-3.813252234853433675e-01,9.713279862866904295e-16,-1.134017301196397653e+00,-1.134017301196438066e+00,-1.134017301196407868e+00,-1.134017301196428518e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.458544156673466097e-01,-7.913011608809417277e-16,1.515665040462920015e-13,-1.261460222213846571e-01,-1.629467984659291879e+00,-3.943345329851200010e-01,9.458514521905431900e-16,-1.139907038582154364e+00,-1.139907038582198995e+00,-1.139907038582165688e+00,-1.139907038582188337e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.456088574532845015e-01,-8.624248233959908185e-16,1.516290062889525510e-13,-8.327683229938211140e-02,-1.653520655290555030e+00,-4.074546083143686381e-01,9.523161408628167786e-16,-1.145076685193986199e+00,-1.145076685194035049e+00,-1.145076685193998633e+00,-1.145076685194023058e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.453931239744760961e-01,-9.323688739473757674e-16,1.517068327951463789e-13,-4.476431965688878328e-02,-1.674148950520377932e+00,-4.202158112874462281e-01,9.438288880628792727e-16,-1.149618442642582172e+00,-1.149618442642635019e+00,-1.149618442642595717e+00,-1.149618442642621918e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.452039246791222149e-01,-1.002226188324961758e-15,1.517784093088845463e-13,-1.048211329611795778e-02,-1.691856391606023635e+00,-4.322269007588770418e-01,9.442217468360294515e-16,-1.153601585702661803e+00,-1.153601585702718646e+00,-1.153601585702676458e+00,-1.153601585702704435e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.450387857554120141e-01,-1.070071223470414707e-15,1.518474991123237019e-13,1.969200718861825045e-02,-1.707069758036052098e+00,-4.431693143333931828e-01,9.435552607907576800e-16,-1.157078194622874312e+00,-1.157078194622935152e+00,-1.157078194622890077e+00,-1.157078194622919831e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.448958464721522010e-01,-1.136979507938840243e-15,1.519221181222520416e-13,4.587600981864660421e-02,-1.720144765782801288e+00,-4.527913865697206219e-01,9.378538351828705248e-16,-1.160087442691499771e+00,-1.160087442691564608e+00,-1.160087442691516646e+00,-1.160087442691547954e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.447737058661561493e-01,-1.201528568479937298e-15,1.519793089336646654e-13,6.818279323906556444e-02,-1.731371027587321532e+00,-4.609025699873335880e-01,9.456274311217971004e-16,-1.162658823870362124e+00,-1.162658823870430957e+00,-1.162658823870380109e+00,-1.162658823870413194e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.446713072349754270e-01,-1.265826094117017551e-15,1.520468269028261602e-13,8.671919421697760200e-02,-1.740976672671272985e+00,-4.673678211706767671e-01,9.451195015680582187e-16,-1.164814584526796315e+00,-1.164814584526869146e+00,-1.164814584526815411e+00,-1.164814584526850272e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.445878513623260753e-01,-1.328874618851394652e-15,1.521177393157759428e-13,1.015851831224566654e-01,-1.749132815786685669e+00,-4.721023255519003481e-01,9.417602185282410461e-16,-1.166571550266780610e+00,-1.166571550266857216e+00,-1.166571550266800816e+00,-1.166571550266837232e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.445227317002692746e-01,-1.391064455465163225e-15,1.521847271024327199e-13,1.128734681478996277e-01,-1.755957957277159309e+00,-4.750666999535099189e-01,9.413869111785949367e-16,-1.167942490520606169e+00,-1.167942490520686549e+00,-1.167942490520627485e+00,-1.167942490520665455e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.444754863965192759e-01,-1.452304530975834474e-15,1.522531124532114474e-13,1.206696176880589638e-01,-1.761522338683092048e+00,-4.762627577799787293e-01,9.396068080362251243e-16,-1.168937128494288213e+00,-1.168937128494372368e+00,-1.168937128494310640e+00,-1.168937128494350164e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.444457633446951106e-01,-1.512575329744303626e-15,1.523194200221275909e-13,1.250527266024907824e-01,-1.765852252740583328e+00,-4.757298637297643906e-01,9.394150585411602088e-16,-1.169562876953742503e+00,-1.169562876953830433e+00,-1.169562876953766040e+00,-1.169562876953807118e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.444332954708072991e-01,-1.571870346557535824e-15,1.523851313253372883e-13,1.260965909377012861e-01,-1.768934298875601829e+00,-4.735418515027889907e-01,9.393239695789170159e-16,-1.169825358509273938e+00,-1.169825358509365421e+00,-1.169825358509298585e+00,-1.169825358509340996e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.444378843085352415e-01,-1.630221565379619398e-15,1.524491090027205470e-13,1.238713116872805775e-01,-1.770719576369916837e+00,-4.698044329045550915e-01,9.404770001627995894e-16,-1.169728751399210287e+00,-1.169728751399305322e+00,-1.169728751399236044e+00,-1.169728751399279787e+00,0.000000000000000000e+00
